query,hierarchy_data
Kenswitch Account (Atm Switch),"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Kenswitch Account (Atm Switch)""],""level_6"":[""Kenswitch Account (Atm Switch)""]}}"
Kra Penalties,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Kra Penalties""],""level_6"":[""Kra Penalties""]}}"
Land Rent & Rates,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Premises Expense""],""level_3"":[""Premises Expense""],""level_4"":[""Premises Expense""],""level_5"":[""Premises Expense""],""level_6"":[""Land Rent & Rates""]}}"
Leased Computer Equipment Cost,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Leased Computer Equipment Cost""],""level_6"":[""Leased Computer Equipment Cost""]}}"
Leasehold Building,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Leasehold Building""]}}"
Leasehold Building - Accum Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Accumated Depreciation""],""level_5"":[""Leasehold Building""],""level_6"":[""Leasehold Building - Accum Dep""]}}"
Leasehold Building - Comp Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Leasehold Building""],""level_6"":[""Leasehold Building - Comp Dep""]}}"
Leasehold Building - Cost,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Leasehold Building""],""level_6"":[""Leasehold Building - Cost""]}}"
Leasehold lmprovement,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Leasehold lmprovement""]}}"
Leasehold lmprovement - Accum Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Accumated Depreciation""],""level_5"":[""Leasehold lmprovement""],""level_6"":[""Leasehold lmprovement - Accum Dep""]}}"
Leasehold lmprovement - Comp Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Leasehold lmprovement""],""level_6"":[""Leasehold lmprovement - Comp Dep""]}}"
Leasehold lmprovement - Cost,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Leasehold lmprovement""],""level_6"":[""Leasehold lmprovement - Cost""]}}"
Leave Allowance,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Leave Allowance""]}}"
Leave Encashment,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Leave Encashment""]}}"
Legal & Prof Exps - Bank,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Legal & Prof Exps - Bank""],""level_6"":[""Legal & Prof Exps - Bank""]}}"
Legal & Prof Exps - Client,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Legal & Prof Exps - Client""],""level_6"":[""Legal & Prof Exps - Client""]}}"
Letters Of Credit,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Contingent Liability""],""level_3"":[""Contingent Liability""],""level_4"":[""Contingent Liability""],""level_5"":[""Letters Of Credit""],""level_6"":[""Letters Of Credit""]}}"
Letters Of Credit,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contingent Asset""],""level_3"":[""Non-Funded Assets""],""level_4"":[""UID""],""level_5"":[""Letters Of Credit""]}}"
Liabilities,"{""liability"":{""level_1"":[""Liabilities""]}}"
Licence Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Licence Fees""],""level_6"":[""Licence Fees""]}}"
Licences,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Licences""],""level_6"":[""Licences""]}}"
Loan Loss Provision,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision""]}}"
Loan Loss Provision - General:Other Lending,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Loan Loss Provision ""],""level_4"":[""General Provision""],""level_5"":[""Other Lending""],""level_6"":[""Loan Loss Provision - General:Other Lending""]}}"
Loan Loss Provision - General:Overdraft,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""General ""],""level_5"":[""Overdarft""],""level_6"":[""Loan Loss Provision - General:Overdraft""]}}"
Loan Loss Provision - General:Term Loans,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""General ""],""level_5"":[""Term Loan""],""level_6"":[""Loan Loss Provision - General:Term Loans""]}}"
Loan Loss Provision - Pool,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contra Assets""],""level_3"":[""Loan Loss Provision ""],""level_4"":[""Pool Provision""],""level_5"":[""Pool""],""level_6"":[""Loan Loss Provision - Pool""]}}"
Loan Loss Provision - Specific Card,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Card""],""level_6"":[""Loan Loss Provision - Specific Card""]}}"
Loan Loss Provision - Specific:Other Lending,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Other Lending""],""level_6"":[""Loan Loss Provision - Specific:Other Lending""]}}"
Loan Loss Provision - Specific:Other Lending,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Loan Loss Provision ""],""level_4"":[""Specific Provision""],""level_5"":[""Other Lending""],""level_6"":[""Loan Loss Provision - Specific:Other Lending""]}}"
Loan Loss Provision - Specific:Overdraft,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Overdarft""],""level_6"":[""Loan Loss Provision - Specific:Overdraft""]}}"
Loan Loss Provision - Specific:Overdraft,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Loan Loss Provision ""],""level_4"":[""Specific Provision""],""level_5"":[""Overdraft""],""level_6"":[""Loan Loss Provision - Specific:Overdraft""]}}"
Loan Loss Provision - Specific:Term Loans,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Loan Loss Provision ""],""level_3"":[""Provision""],""level_4"":[""Specific""],""level_5"":[""Term Loan""],""level_6"":[""Loan Loss Provision - Specific:Term Loans""]}}"
Loan Loss Provision - Specific:Term Loans,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Loan Loss Provision ""],""level_4"":[""Specific Provision""],""level_5"":[""Term Loan""],""level_6"":[""Loan Loss Provision - Specific:Term Loans""]}}"
Loans,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""]}}"
Loans & Advances,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""]}}"
Locker Deposits,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit"", ""Current Account""],""level_5"":[""Locker Deposits""],""level_6"":[""Locker Deposits""]}}"
Long Term Borrowing,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Long Term Borrowing""],""level_6"":[""Long Term Borrowing""]}}"
Long Term Loans,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Term Loan""],""level_6"":[""Long Term Loans""]}}"
Loss And Damages,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Loss And Damages""],""level_6"":[""Loss And Damages""]}}"
Loss On Disposal Of Ppe,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Loss On Disposal Of Ppe""],""level_6"":[""Loss On Disposal Of Ppe""]}}"
Loss on Sale of Fixed Assets,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Loss on Sale of Fixed Assets""],""level_6"":[""Loss on Sale of Fixed Assets""]}}"
Loyalty Redemption,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Loyalty Redemption""],""level_6"":[""Loyalty Redemption""]}}"
LPO Finance,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""LPO Finance""],""level_6"":[""LPO Finance""]}}"
M Banking Settlement Account,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Interbank""],""level_4"":[""Settlement""],""level_5"":[""Mobile Banking Settlement""],""level_6"":[""M Banking Settlement Account""]}}"
Maintenance Cost,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Premises Expense""],""level_3"":[""Premises Expense""],""level_4"":[""Premises Expense""],""level_5"":[""Premises Expense""],""level_6"":[""Maintenance Cost""]}}"
Maintenance/Support - Hardware,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Maintenance/Support - Hardware""],""level_6"":[""Maintenance/Support - Hardware""]}}"
Maintenence/Support - Software,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Maintenence/Support - Software""],""level_6"":[""Maintenence/Support - Software""]}}"
Management Income,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Management Income""],""level_5"":[""others""],""level_6"":[""Management Income""]}}"
Management Income-Subsidiaries,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Management Income""],""level_5"":[""Subsidiaries""],""level_6"":[""Management Income-Subsidiaries""]}}"
Margin Accounts,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Margin Accounts""],""level_5"":[""Margin Accounts""],""level_6"":[""Margin Accounts""]}}"
Master Card A\C Maint Charges,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Master Card A\\C Maint Charges""],""level_6"":[""Master Card A\\C Maint Charges""]}}"
Master Card Monthly Service Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Master Card Monthly Service Fees""],""level_6"":[""Master Card Monthly Service Fees""]}}"
Master Card Set Up Fees,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Master Card Set Up Fees""],""level_6"":[""Master Card Set Up Fees""]}}"
M-Banking Expense Account,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""M-Banking Expense Account""],""level_6"":[""M-Banking Expense Account""]}}"
Media And Advertising,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Media And Advertising""],""level_6"":[""Media And Advertising""]}}"
Medical Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Medical Expenses""]}}"
Medium Term Loans,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""MID Term Loans""],""level_6"":[""Medium Term Loans""]}}"
Mid Term Borrowing,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Mid Term Borrowing""],""level_6"":[""Mid Term Borrowing""]}}"
Mid Term Loan,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Term Loan""],""level_6"":[""Mid Term Loan""]}}"
Miscellaneous Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Miscellaneous Expenses""],""level_6"":[""Miscellaneous Expenses""]}}"
Miscellaneous Income,"{""income"":{""level_1"":[""Income""],""level_2"":[""Other Income""],""level_3"":[""Other Income""],""level_4"":[""Miscellaneous Income""],""level_5"":[""Miscellaneous Income""],""level_6"":[""Miscellaneous Income""]}}"
Mobile Banking Fees,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Fee""],""level_4"":[""Fees""],""level_5"":[""Mobile Banking""],""level_6"":[""Mobile Banking Fees""]}}"
Money Market,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Borrowings From Banks ""],""level_4"":[""Borrowing Local Bank""],""level_5"":[""Money Market""],""level_6"":[""Money Market""]}}"
Mortgage Loan Account (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Mortgage Loans""],""level_6"":[""Mortgage Loans""]}}"
Mortgage Loan Account (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Mortgage Loans""],""level_6"":[""Mortgage Loans""]}}"
Mortgage Loans,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Mortgage Loans""],""level_6"":[""Mortgage Loans""]}}"
Motor Vehicles,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Motor Vehicles""]}}"
Motor Vehicles - Accum Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Accumated Depreciation""],""level_5"":[""Motor Vehicles""],""level_6"":[""Motor Vehicles - Accum Dep""]}}"
Motor Vehicles - Comp Dep,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Computed Depreciation""],""level_5"":[""Motor Vehicles""],""level_6"":[""Motor Vehicles - Comp Dep""]}}"
Motor Vehicles - Cost,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Fixed Asset""],""level_3"":[""Fixed Asset""],""level_4"":[""Cost""],""level_5"":[""Motor Vehicles""],""level_6"":[""Motor Vehicles - Cost""]}}"
Net Interest Expense,"{""net_interest_expense"":{""level_1"":[""Liabilities"",""Assets""],""level_2"":[""Funded Liabilities"",""Funded Assets""]}}"
Net Interest Income,"{""net_interest_income"":{""level_1"":[""Liabilities"",""Assets""],""level_2"":[""Funded Liabilities"",""Funded Assets""]}}"
Net Interest Margin,"{""net_interest_margin"":{""level_1"":[""Liabilities"",""Assets""],""level_2"":[""Funded Liabilities"",""Funded Assets""]}}"
Non-Funded Assets,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contra Assets""],""level_3"":[""Non-Funded Assets""],""level_4"":[""Non-Funded Assets""]}}"
Nssf,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Nssf""]}}"
Office Running Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Office Running Expenses""],""level_6"":[""Office Running Expenses""]}}"
